DATE,Time,Location,Operator,Route,AC Type,Aboard,Fatalities,Summary,url
2-Jan-13,2057,"Near Clear Lake, Iowa",Med-Trans Corporaion,Mercy Hospital - Palo Alto Couonty Hospital,Bell 407,3   (passengers:2  crew:1),3   (passengers:2  crew:1),"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons.",https://www.planecrashinfo.com/2013/2013-1.htm
4-Jan-13,1140,"Off Los Roques, Venezuela",Transaereo 5074,Los Roques - Caracas,Britten Norman BN-2A-27 Islander,6   (passengers:5  crew:1),6   (passengers:5  crew:1),"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard.",https://www.planecrashinfo.com/2013/2013-2.htm
29-Jan-13,1313,"Near Kyzyltu, Kazakhstan",SCAT Air,"Kokshetau - Almaty, Kazakhstan",Canadair CRJ-200ER,21   (passengers:16  crew:5),21   (passengers:16  crew:5),"The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold. The accident occurred during the execution of a go-around, in instrument meteorological conditions, without the possibility of visual contact with ground reference points, the necessity of which was caused by the mismatch between the actual weather conditions and the minimum conditions for which the crew was certified to land.",https://www.planecrashinfo.com/2013/2013-3.htm
13-Feb-13,1809,"Donetsk, Ukraine",South Airlines,Odessa - Donetsk,Antonov AN-24RV,45   (passengers:41  crew:4),5   (passengers:5  crew:0),"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during the landing approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.",https://www.planecrashinfo.com/2013/2013-4.htm
4-Mar-13,1755,"Goma, Congo",Compagnie Africaine d' Aviation (CAA) ,Lodja - Goma,Fokker 50,10   (passengers:4  crew:6),7   (passengers:1  crew:6),The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.,https://www.planecrashinfo.com/2013/2013-5.htm
8-Mar-13,815,"Near Dillingham, Alaska",Ace Air Cargo,King Salmon - Dillingham,Beechcraft 1900C,2   (passengers:0  crew:2),2   (passengers:0  crew:2),"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",https://www.planecrashinfo.com/2013/2013-6.htm
13-Apr-13,1535,"Denpasar, Indonesia",Lion Air,Bandung - Denpasar,Boeing B-737-8GP,108   (passengers:101  crew:7),0   (passengers:0  crew:0),"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.",https://www.planecrashinfo.com/2013/2013-7.htm
29-Apr-13,1525,"Bagram Air Base, Afghanistan",National Air Cargo,Bagram - Dubai Al Maktoum,Boeing B-747-428BCF,7   (passengers:0  crew:7),7   (passengers:0  crew:7),"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable.",https://www.planecrashinfo.com/2013/2013-8.htm
31-May-13,1211,"Moosonee, Ontario",Ornge Air Ambulance,Moosonee- Attawapiskat,Sikorsky S-76,4   (passengers:2  crew:2),4   (passengers:2  crew:2),"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient.",https://www.planecrashinfo.com/2013/2013-9.htm
25-Jun-13,?,"Gaurikund, near Kedarnath, Uttarakhand State, India.",Indian Air Force,From Gauchar airstrip,MI 172 V5 helicopter,20   (passengers:15  crew:5),20   (passengers:15  crew:5),Crashed during flood relief operations. The passengers were from paramilitary forces.,https://www.planecrashinfo.com/2013/2013-10.htm
6-Jul-13,1138,"San Francisco, California",Asiana Airlines,Shanghai - Seoul - San Francisco,Boeing B-777-28EER,307   (passengers:291  crew:16),3   (passengers:3  crew:0),"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand.",https://www.planecrashinfo.com/2013/2013-11.htm
7-Jul-13,1120,"Soldotna, Alaksa",Rediske Air,Soldotna - Bear Lodge,de Havilland Canada DHC-3T,10   (passengers:9  crew:1),10   (passengers:9  crew:1),"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operators failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall.",https://www.planecrashinfo.com/2013/2013-12.htm
9-Aug-13,800,"Mogadishu, Somalia",Military - Ethiopian Air Force,Dire Dawa - Mogadishu,Antonov An-12,6   (passengers:0  crew:6),4   (passengers:0  crew:4),The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport.,https://www.planecrashinfo.com/2013/2013-13.htm
14-Aug-13,449,"Birmingham, Alabama",United Parcel Service,Louisville - Birmingham,Airbus A300F-622R,2   (passengers:0  crew:2),2   (passengers:0  crew:2),"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crews failure to properly configure and verify the flight management computer for the profile approach. The captains failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured.",https://www.planecrashinfo.com/2013/2013-14.htm
3-Oct-13,932,"Lagos, Nigeria",Associated Aviation,Lagos - Akure,Embraer 120RT Brasilia,20   (passengers:13  crew:7),16   (passengers:11  crew:5),"The chartered plane crashed minutes after taking off from Murtala Muhammad International Airport.The aircraft lost height, after departing runwal 18L, impacted trees, a brick wall and caught fire. The decision of the crew to continue the take-off despite the abnormal No. 2 Propeller rpm indication. Low altitude stall as a result of low thrust at start of roll for take-off from No. 2 engine caused by an undetermined malfunction of the propeller control unit.",https://www.planecrashinfo.com/2013/2013-15.htm
10-Oct-13,1450,"Kudat, Malaysia",MASwings,Kota - Kudat,de Havilland Canada DHC-6 Twin Otter 310,16   (passengers:14  crew:2),2   (passengers:1  crew:1),"While attempting to land, the Twin Otter struck a house located to the right of runway 22. The nose section was destroyed and the right wing broke off. The co-pilot and one passenger were killed. Procedural errors by the captain. The aircraft should have been in the correct landing configuration at or below the stabilized approach altitude of 500ft AGL, since the aircraft was not stable due to the tail wind and gusting weather.",https://www.planecrashinfo.com/2013/2013-16.htm
16-Oct-13,1610,"Near Pakse, Laos",Lao Airlines,Vientiane - Pakse,ATR-72-50,49   (passengers:44  crew:5),49   (passengers:44  crew:5),"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure.",https://www.planecrashinfo.com/2013/2013-17.htm
3-Nov-13,1600,"Riberalta, Bolivia",Aerocon,"Trinidad, Bolivia - Riberalta, Bolivia",Swearingen SA227-AC Metro III,18   (passengers:16  crew:2),8   (passengers:8  crew:0),"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted.",https://www.planecrashinfo.com/2013/2013-18.htm
9-Nov-13,1030,"Pujungan, Malinau district, Borneo",Military - Indonesian Army,Tarakan - Malinau,Mil- Mi-17B-5,21   (passengers:13  crew:8),13   (passengers:7  crew:6),"After losing power, the helicopter crashed into dense jungle and burst into flames. It was carrying construction materials, 8 military personnel and 13 civilian construction workers. Two military personnel and 6 passengers survived.",https://www.planecrashinfo.com/2013/2013-19.htm
10-Nov-13,1834,"Red Lake, Ontario, Canada",Bearskin Airlines,Sioux Lookout - Red Lake,Swearingen SA227-AC Metro II,7   (passengers:5  crew:2),5   (passengers:3  crew:2),"The aircraft was on approach to runway 26, in light snow, when it crashed and burned in the surrounding forest. Three of the five passengers and the two pilots were killed.  A first-stage turbine wheel blade in the left engine failed due to a combination of metallurgical issues and stator vane burn-through.",https://www.planecrashinfo.com/2013/2013-20.htm
17-Nov-13,1920,"Near Kazan, Russia",Tararstan Airlilnes,Moscow - Kastan,Boeing 737-53A,50   (passengers:44  crew:6),50   (passengers:44  crew:6),"The airliner went into a nearly vertical dive and crashed onto the runway and disintegrated, after attempting to land a second time. The aircraft hit the runway and burst into flames. The pilot in command, in executing a go-around, apparently placed the plane in an excessive nose high attitude, stalling the plane. Inexperienced crew, poor flight safety standards at the Tatarstan air company and lack of proper control over crew training.",https://www.planecrashinfo.com/2013/2013-21.htm
29-Nov-13,2025,Glasgow Scotland,Bond Air Services Ltd.,?,Eurocopter EC135 T2,3   (passengers:2  crew:1),3   (passengers:2  crew:1),The police helicopter crashed into the roof of the Clutha Pub in central Glasgow killing at least 5 patrons along with 3 aboard he helicopter. The helicopter was carrying a civilian pilot and two Strathclyde police officers.,https://www.planecrashinfo.com/2013/2013-22.htm
29-Nov-13,1330,"Bwabwata National Park, Nambia",Mozambique Airline,"Maputo, Mozambique - Luanda, Angola",Embraer ERJ-190AR,33   (passengers:27  crew:6),33   (passengers:27  crew:6),"The airliner crashed into Bwabwata National Park while en route to Luanda. The plane was found completely burned out with no survivors. The plane went missing in bad weather and poor visibility. The inputs to the auto flight systems by the person believed to be the Captain, caused the aircraft to departure from cruise flight to a sustained controlled descent and subsequent collision with the terrain. The Captain locked the cockpit door preventing the copilot from reentering after he requested permission to go to the lavatory.",https://www.planecrashinfo.com/2013/2013-23.htm
5-Dec-13,?,"Near Cachimbo, Brazil",Heringer Taxi Aero,Pukanu - Novo Progresso,Britten Norman BN-2A-3 Islander,5   (passengers:3  crew:2),5   (passengers:3  crew:2),"While performing an ambulance flight, the aircraft crashed under unknown circumstances in a wooded area killing 3 passengers and 2 pilots. The lack of control on the part of the companys management in relation to the flights operating outside of the main base allowed the pilot and the base manager to conduct a flight without the operating sector authorization.",https://www.planecrashinfo.com/2013/2013-24.htm
26-Dec-13,2139,"Irkutsk, Russia",IrAvia,Novosibirsk - Ikustsk,Antonov 12,9   (passengers:3  crew:6),9   (passengers:3  crew:6),"The cargo plane, carrying spare parts, crashed into a military army arsenal at Ikustsk-2 Airport while attempting to land. The crew of 6 and 3 technicians were all killed.",https://www.planecrashinfo.com/2013/2013-25.htm
20-Jan-14,1634,Near Petreasa Romania,Scoala Superioara de Aviatie Civla,Bucharest - Oradea,Britten Norman BN-2A-27 Islander,7   (passengers:5  crew:2),2   (passengers:1  crew:1),The air ambulance left Bucharest with a medical team to obtain transplant organs. After experiencing problems with the engines the pilot attempted to make an emergency landing but crashed on a hillside in deep snow. All aboard initially survived but the pilot and a medical student died before the rescue party reached the aircraft.,https://www.planecrashinfo.com/2014/2014-1.htm
11-Feb-14,1159,"Near Ain Kercha, Algeria",Military - Algerian Air Force,Tamanarasset - Constatine,Lockheed C-130H-30 Hercules,77   (passengers:73  crew:4),76   (passengers:72  crew:4),The military transport crashed into a mountainous region approximaely 30 miles southeast of Constatine Airport. Unfavorable weather conditions and storms accompanied by snow were reported in the area. The aircraft was too low on approach and hit the slope of mount Djebel Ta Fertas.,https://www.planecrashinfo.com/2014/2014-2.htm
16-Feb-14,1315,"Sandhikhark, Nepal",Nepal Airlines,Kathmandu - Pokhara - Jumla,de Havilland Canada DHC-6 Twin Otter 300,18   (passengers:15  crew:3),18   (passengers:15  crew:3),"The passenger plane crashed into a snow covered mountain and burst into flames while en route from Pokhara to Jamia. Weather was poor at the time of the accident. The PIC lost situation awareness while cruising in IMC, causing the aircraft to collide with terrain.",https://www.planecrashinfo.com/2014/2014-3.htm
21-Feb-14,145,"Grombalia, Tunisia",Libyan Air Cargo,Tripoli - Tunis,Antonov 26,11   (passengers:6  crew:5),11   (passengers:6  crew:5),"The aircraft, carrying a medical team with three patients, was destroyed when it crashed in a field, 20 miles from Tunis-Carthage Airport. The pilot reported an engine on fire prior to the accident.",https://www.planecrashinfo.com/2014/2014-4.htm
8-Mar-14,241,South Indian Ocean,Malaysia Airlines,Kuala Lumpur - Beijing,Boeing 777-200,239   (passengers:227  crew:12),239   (passengers:227  crew:12),Radar contact was lost with the aircraft 2 hours into the flight at 0240. All indications are that the aircraft changed direction from its flight path and crashed in a remote part of the Indian Ocean southwest of Perth Australia. It is assumed all 227 passengers and crew of 12 perished. The cause remains unknown.,https://www.planecrashinfo.com/2014/2014-5.htm
18-Mar-14,752,"Seattle, Washington",Helicopters Inc / KOMO TV,News reporting,Urocopter AS350 B2,2   (passengers:1  crew:1),2   (passengers:1  crew:1),The news helicopter crashed and burst into flames shortl after taking off striking three vehicles. One person in one of the vehicles was badly burned. The helicopter Photojournalist Bill Strothman and the pilot were both killed.,https://www.planecrashinfo.com/2014/2014-6.htm
19-Apr-14,1945,"Ramos Arizpe, Mexico",Lineas Aereas Comerciales,Cozumel - Ramos Arizpe,British Aerospace BAe 125-700A Hawker,8   (passengers:6  crew:2),8   (passengers:6  crew:2),"While on approach, in fog, the jet crashed into an park about half-a-mile north of Saltillo-Plan de Guadalupe International Airport.",https://www.planecrashinfo.com/2014/2014-7.htm
20-Apr-14,1530,"Jamijarvi, Finland",Suomen Urheiluilmailijat,Skydiving,Aerocomp Comp Air 8,8   (passengers:7  crew:1),8   (passengers:7  crew:1),"While carrying skydivers, the experimental plane went into a spin and crashed and burned in a forest. The pilot and two skydivers were able to parachute to safety with minor injuries.",https://www.planecrashinfo.com/2014/2014-8.htm
8-May-14,1245,"Near San Vicente del Caguan, Colombia",Alisansa Colombia,Villavicencio - Florencia,Douglas DC-3C,6   (passengers:0  crew:6),6   (passengers:0  crew:6),The Cargo plane sruck the side of a mountain about 25 miles north of San Vicente del Caguán while en route. The accident was the result of a controlled flight into terrain. The crew failed to evaluate properly the risks and the danger of poor weather conditions and decided to perform the flight in VFR mode.,https://www.planecrashinfo.com/2014/2014-9.htm
17-May-14,800,"Xiang Khouang province, Laos",Laos Air Force,Vientiane - Xiangkhoung,Antonov 74TK-300,17   (passengers:11  crew:6),16   (passengers:10  crew:6),"The military aircraft crashed in a wooded area while approaching Xiangkhoung's airport, killing 16 people. Among those killed were defense minister Douangchay Phichit and other high ranking officials. For unknown reason, crew was approaching at a too low an altitude.",https://www.planecrashinfo.com/2014/2014-10.htm
14-Jun-14,50,"Lugansk, Ukraine",Military - Ukraine Air Force,Melitopol - Luhansk,Ilyushin 76MD,49   (passengers:40  crew:9),49   (passengers:40  crew:9),The military transport crashed in a wheat field  near Lugansk Airport after being shot down by anti-aircraft fire.,https://www.planecrashinfo.com/2014/2014-11.htm
2-Jul-14,?,"Near Nairobi, Kenya",Skyward International Aviation,"Nairobi - Mogadishu, Somalia",Fokker 50,4   (passengers:0  crew:4),4   (passengers:0  crew:4),"The cargo plane, transporting the mild stimulant known as Khat to the Somali capital, Mogadishu, crashed into a commercial building after taking off from Jomo Kenyatta International Airport. While climbing by night, crew lost control of the aircraft. The probable cause of the accident was the decision by the crew to conduct the flight with a known mechanical problem and their failure to abort or reject the takeoff after receiving twenty-seven cautions.",https://www.planecrashinfo.com/2014/2014-12.htm
7-Jul-14,750,"Thach That district, Vietnam",Military - Vietnam People's Army Air Force,Training,Mil Mi-171,19   (passengers:21  crew:2),18   (passengers:?  crew:?),"The helicopter crashed about  40 km west of Hanoi, 15 minutes after taking off during a parachute training mission.",https://www.planecrashinfo.com/2014/2014-13.htm
17-Jul-14,1619,"Hrabove, Ukraine",Malaysia Airlines,Amsterdam - Kuala Lumpur,Boeing 777-2H6ER,298   (passengers:283  crew:15),298   (passengers:283  crew:15),"A Boeing 777-200 airliner operating as  Malaysia Airlines Flight 17, crashed about 40 miles east of Donetsk, Ukraine. The plane was 90 minutes into its flight, flying at 33,000 feet, when it was apparently hit by a Russian Buk missile. The missile exploded a few feet away from the cockpit .Debris was spread over a wide area. All 283 passengers and crew of 15 were killed.",https://www.planecrashinfo.com/2014/2014-14.htm
23-Jul-14,1906,"Magong, Taiwan",TransAsia Airways,Kaohsiung - Magong,ATR 72-500,58   (passengers:54  crew:4),48   (passengers:44  crew:4),"The passenger plane crashed into residential building while attempting to make an emergency landing during inclement weather due to the passing of hurricane Matmo.  The flight recorder revealed that after the the crew lost track of its flight path and moved away from the runway, the plane rapidly lost altitude and crashed to the ground in a period of 7.9 seconds. By the time the two pilots yelled to go around, there was nothing they could do to change the velocity and altitude of the plane in time to prevent a crash. The airport's control tower did not inform the aircraft of local weather conditions.The cause was  pilot error and a failure within the airline to follow safety procedures. The flight crew did not comply with the published runway 20 VOR non-precision instrument approach procedures at Magong Airport with respect to the minimum descent altitude. The captain, as the pilot flying, intentionally descended the aircraft below the published MDA of 330 feet in the instrument meteorological conditions.",https://www.planecrashinfo.com/2014/2014-15.htm
24-Jul-14,147,"Aguelhok, Mali",Air Algerie,"Ouagadougou, Burkina Faso - Algiers, Algeria",Mc Donnell Douglas MD-83,116   (passengers:110  crew:6),116   (passengers:110  crew:6),"Radar contact was lost 50 minutes after the flight took off from Ouagadougou and after the crew diverted from their planned course due to bad weather. Wreckage was found in the northern mali dessert. The plane was on loan from Swiftair. The crew likely did not activate the system during climb and cruise. As a result of the icing of the pressure sensors, the erroneous information transmitted to the auto throttle meant that the latter limited the thrust delivered by the engines. Under these conditions, the thrust was insufficient to maintain cruise speed and the aircraft slowed down and stalled.",https://www.planecrashinfo.com/2014/2014-16.htm
10-Aug-14,918,"Tehran, Iran",Sepahan Airlines,Tehran - Tabas,HESA Iran-140-100,48   (passengers:40  crew:8),39   (passengers:31  crew:8),"After taking off, the passenger banked to the right, lost altitude, and crashed into a residential neighborhood, bursting into flames. The plane appeared to have lost an engine during the takeoff. Excessive load and malfuncioning propeller.",https://www.planecrashinfo.com/2014/2014-17.htm
30-Aug-14,244,"Tamanraset, Algeria",Ukraine Air Alliance,Glascow -Tamanraset - Equitorial Guinea,Antonov An-12BK,7   (passengers:5  crew:2),7   (passengers:5  crew:2),"The cargo plane crashed in the mountainous southeastern region of Algereia, 15 km south of the airport, shortly after taking off.",https://www.planecrashinfo.com/2014/2014-18.htm
31-Aug-14,1945,"Mwanza, Tanzania",Safari Express Cargo,Mwanza - Nairobi,Fokker F-27 MK 500,3   (passengers:1  crew:2),3   (passengers:1  crew:2),"The cargo plane crashed within the borders of Serengeti National Park not far from the Kenya - Tanzania border, shortly after taking off from Mwanza.",https://www.planecrashinfo.com/2014/2014-19.htm
20-Sep-14,935,"Near Port Moresby, Papua New Guinea",Hevlift,Woitape - Port Moresby,de Havilland Canada DHC-6 Twin Otter 300,9   (passengers:7  crew:2),4   (passengers:2  crew:2),"While approaching Port Moresby Jacksons International Airport, the unscheduled passenger plane impacted terrain near the top of Mt. Lawes, 7 miles east northeast of the airport in poor weather. The crew continued the descent in instrument meteorological conditions without confirming their position. The flight crews assessment of their position was incorrect and they had lost situational awareness.",https://www.planecrashinfo.com/2014/2014-20.htm
4-Oct-14,156,"Wichita Falls, Texas",Air Evac Lifeteam,"Waurika, OK - Wichita Falls, TX",Bell 206L,4   (passengers:1  crew:3),2   (passengers:1  crew:1),"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured.",https://www.planecrashinfo.com/2014/2014-21.htm
28-Dec-14,300,"Near Uvira, Congo",Air Sirin,"Bujumbura, Burundi - Pointe Noire, Congo",Antonov An-26,6   (passengers:0  crew:6),6   (passengers:0  crew:6),The cargo plane impacted a mountainside while en route.,https://www.planecrashinfo.com/2014/2014-22.htm
28-Dec-14,618,Java Sea,AirAsia,Surabaya - Singapore,Airbus A-320-216,162   (passengers:155  crew:7),162   (passengers:155  crew:7),"The aircraft went missing while en route from Suabaya to Singapore. Contact was lost about 40 minutes after taking off. Before contact was lost, the pilot requested a route change due to weather conditions. Preliminary indications are the plane ran into poor weather and stalled from FL320. The rudder travel limiter faulted 3 times during the flight. On the fourth fault the captain decided to try resetting the system by pulling circuit breakers as he had seen a maintenance technician do on the ground. This caused the autopilot to disengage causing the plane to bank 54 degrees. The the first officer, who was flying, became disoriented and was slow to correct the bank. He then put the plane into a steep climb that caused the aircraft to stall and eventually crash. Records show that the plane flew with that mechanical problem for 12 months preceding the accident.",https://www.planecrashinfo.com/2014/2014-23.htm
18-Jan-15,?,"Near Abu adh Dhuhur Air Base, Syria",Syrian Air Force,Damascus - Abu Adh Dhuhur,Antonov An-26,37   (passengers:35  crew:2),37   (passengers:35  crew:2),"The army transport crashed while attempting to land in fog after hitting electric lines. The Al Nursa front, claimed that it shot down the aircraft.",https://www.planecrashinfo.com/2015/2015-1.htm
4-Feb-15,1055,"Taipei, Taiwan",Transasia,Taipei - Kinmen,ATR 72-600,58   (passengers:53  crew:5),43   (passengers:39  crew:4),"After the aircraft took off, it climbed to 1,300 feet, turned left and began losing altitude and speed. It then, banked to 90 degrees, the wingtip striking a taxi on a roadway and crashed into the Keelung River, coming to rest inverted. The torque censor in the right engine malfunctioned, feathering the engine. The pilot  then mistakenly throttled down a still-running left engine. The plane without power, lost altitude and crashed.  Pilot error.",https://www.planecrashinfo.com/2015/2015-2.htm
9-Mar-15,?,"Villa Castelli, Argentina",Private,Filiming,Both Eurocopter AS350B3,10   (passengers:8  crew:2),10   (passengers:8  crew:2),"Three French sports figures, Florence Arthaud, Camille Muffat and Alexis Vastine, participating in the French reality show Droped, were killed along with seven other people when the two helicopters filming the show collided. Five killed on each helicopter",https://www.planecrashinfo.com/2015/2015-3.htm
24-Mar-15,1053,"Near Digne-Les-Bains, France",Germanwings,"Barcelona, Spain - Dusseldorf, Germany",Airbus A320-211,150   (passengers:144  crew:6),150   (passengers:144  crew:6),"The jetliner crashed in a remote mountainous area of southern France. The plane was obliterated with no wreckage larger than a small car. According to a flight tracker, the plane fell from 38,000 ft. to 11,400 ft. in eight minutes. The aircraft impacted the ground at a high rate of speed. The copilot locked the captain out of the cockpit and deliberately put the plane into a controlled descent until it impacted the ground.",https://www.planecrashinfo.com/2015/2015-4.htm
25-Jun-15,1343,"Ella Lake, Alaska",Promech Air,Sightseeing,de Havilland DHC-3T Vazar TurbineOtter,9   (passengers:8  crew:1),9   (passengers:8  crew:1),"The Twin Otter crashed while on a sightseeing tour carrying cruise ship passengers. The plane impacted a granite rock face cliff near Ella Lake, about 25 miles northeast of Ketchikan. The pilots decision to continue visual flight into an area of instrument meteorological conditions, which resulted in his geographic disorientation and controlled flight into terrain.",https://www.planecrashinfo.com/2015/2015-5.htm
30-Jun-15,1148,"Medan, Indonesia",Military - Indonesian Air Force,"Medan - Tanjung Pinang, Sumatra.",Lockheed C130-B Hercules,122   (passengers:110  crew:12),122   (passengers:110  crew:12),"The military transport crashed shortly after taking off from Soewondo Air Base. Two minutes into the flight, the crew radioed they were having engine problems and returning to the airport. Soon after, the plane went down in a populated area, hitting two empty buildings. The plane was carrying civilian relatives of military personnel.",https://www.planecrashinfo.com/2015/2015-6.htm
31-Jul-15,?,"Near Agustin Codazzi, Colombia",Military - Colombia Air Force,Palanquero AB -Valledupar,CASA CN-235-100,11   (passengers:0  crew:11),11   (passengers:0  crew:11),The military transport crashed while en route after the crew reported engine problems. The weather was reported to be poor at the time of the crash.,https://www.planecrashinfo.com/2015/2015-7.htm
12-Aug-15,845,"Ninia, Indonesia",Komala Air,Wamena - Ninia,Pacific Aerospace,6   (passengers:4  crew:2),1   (passengers:0  crew:1),"Strong winds forced the crew to enter a holding pattern for 40 minutes. While attempting to land, the pilot touched down half-way down the runway and was unable to stop within the remaining distance. The plane overran the runway and went down an embankment before coming to rest. The copilot was killed.",https://www.planecrashinfo.com/2015/2015-8.htm
16-Aug-15,1455,"Tangok mountain, Papua",Trigana Air Service,Jayapura- Oksibil,ATR 42-300,54   (passengers:49  crew:5),54   (passengers:49  crew:5),"The passenger plane crashed into Tangok mountain located in a remote area of Papua's eastern most province. There was no distress call from the aircraft. High winds and heavy rain was reported in the accident area. The deviation from the visual approach guidance in visual flight rules without considering the weather and terrain condition, with no or limited visual reference to the terrain. The habit of turning off the ground warning system. Inaccurate navigation charts",https://www.planecrashinfo.com/2015/2015-9.htm
5-Sep-15,1908,"Off Dakar, Near Dioubel, Senegal",Senegalair,Ouagadougou - Dakar,Hawker Siddeley HS-125,7   (passengers:5  crew:2),7   (passengers:2  crew:5),"The air ambulance went missing while on a medical flight. Seven people were on board, including two pilots from Algeria, a flight engineer from Congo, three Senegalese medical crew and a French patient. The collision is due to 6V-AIM's non-compliance with its flight level.",https://www.planecrashinfo.com/2015/2015-10.htm
15-Sep-15,624,"Iliamna East Wind Lake, Alaska",Rainbow King Lodge,Iliamna - Remote lake,de Havilland Canada DHC 3T Turbine Otter,7   (passengers:6  crew:1),3   (passengers:3  crew:0),"While on the way to a remote fishing site, the non-sceduled passenger float plane crashed in trees as it attempted to take off. Three of the passengers were killed. The pilot's decision to depart in dark night, visual meteorological conditions over water, which resulted in his subsequent spatial disorientation and loss of airplane control.",https://www.planecrashinfo.com/2015/2015-11.htm
2-Oct-15,19,"Jalalabad, Afghanistan",Military - U.S. Army,Jalalabad - Bagram,Lockheed C-130J Hercules,11   (passengers:5  crew:6),11   (passengers:5  crew:6),"The military transport crashed while taking off from Jalalabad Airport. Five crew members, 5 passengers and 2 on the ground were killed. The MPs placement of the hard-shell NVG case in front of the yoke blocking forward movement of the flight controls, the distractions experienced by the MP and MCP during the course of the ERO, and the misidentification of the malfunction once airborne.",https://www.planecrashinfo.com/2015/2015-12.htm
2-Oct-15,1429,"Near Masamba, Indonesia",Avistar Mandari ,Masamba - Makassar,de Havilland DHC-6 Twin Otter ,10   (passengers:7  crew:3),10   (passengers:7  crew:3),The aircraft went missing minutes after talking off from the airport. Seven passengers and three crew were on board. Wreckage was located on Mount Latimojong. Deviation from the company visual route without properly considering the elevated risks of cruising altitude lower than the highest terrain and instrument meteorological condition in addition with the absence of the EGPWS warning resulted in the omission of avoidance actions.,https://www.planecrashinfo.com/2015/2015-13.htm
